Termination Date Month,actual_values,all_data_unemployment,post_september
2020-01,7.0,10.63466633786482,11.085963644958845
2020-02,4.0,14.393845809022036,12.70993132201939
2020-03,3.0,11.472359654915564,9.534614084043016
2020-04,3.0,-8.270993822602161,-11.006152152722587
