iter	Logloss
0	0.610540779
1	0.5437500658
2	0.4654863852
3	0.4261849096
4	0.3957229191
5	0.3627768684
6	0.3322786566
7	0.3074460824
8	0.2853861157
9	0.2730693884
10	0.2613189094
11	0.2483659369
12	0.2395144096
13	0.2289962677
14	0.2209358292
15	0.213625068
16	0.204753129
17	0.1967406924
18	0.1925717555
19	0.1880066966
20	0.1839903345
21	0.1809283714
22	0.1766024809
23	0.1738421563
24	0.1714109907
25	0.1683647678
26	0.1649299023
27	0.1631556688
28	0.1609412706
29	0.1586366402
30	0.1564292781
31	0.1547012373
32	0.1538658614
33	0.1518900191
34	0.1506936027
35	0.1495416749
36	0.1476455144
37	0.1464583625
38	0.1450053036
39	0.1442660212
40	0.1431895783
41	0.142134882
42	0.1412807062
43	0.1398899408
44	0.1391816064
45	0.1384126766
46	0.1373921224
47	0.1349896723
48	0.1346271998
49	0.134134288
50	0.1335648196
51	0.133076
52	0.1326982658
53	0.1321601037
54	0.131862735
55	0.1315151198
56	0.1308512534
57	0.1292804434
58	0.1290574996
59	0.1286957136
60	0.1276579699
61	0.126745118
62	0.1263897355
63	0.1254156909
64	0.1248222642
65	0.1244157678
66	0.1241133242
67	0.1233325944
68	0.1227501598
69	0.1223628244
70	0.1219783564
71	0.1215205585
72	0.1212189966
73	0.1205541079
74	0.1201691537
75	0.1195747272
76	0.1190270713
77	0.117968752
78	0.117576574
79	0.116909919
80	0.1164075395
81	0.1157187043
82	0.1151252244
83	0.1148124482
84	0.1144385772
85	0.1140664771
86	0.1135799172
87	0.1133001258
88	0.1121019025
89	0.1118156261
90	0.1116165742
91	0.1113301921
92	0.1110115095
93	0.1106893477
94	0.1104418109
95	0.1102270224
96	0.1099877368
97	0.1098833861
98	0.1097225275
99	0.1093374719
100	0.1091072185
101	0.1089048679
102	0.1087105023
103	0.1085864967
104	0.108380417
105	0.1081975891
106	0.1080289395
107	0.1074604797
108	0.1072397953
109	0.1070688384
110	0.106862452
111	0.1064416575
112	0.106141327
113	0.1059216962
114	0.1057997722
115	0.1055856411
116	0.1054116403
117	0.1053352929
118	0.10521255
119	0.10514186
120	0.1048548204
121	0.1045805666
122	0.1044190592
123	0.1042894215
124	0.1038612989
125	0.1037501273
126	0.1036212642
127	0.103408884
128	0.1033220147
129	0.1031082298
130	0.1029577535
131	0.1027326623
132	0.1024242649
133	0.1022969344
134	0.1022214549
135	0.1020323024
136	0.1019301751
137	0.1018420332
138	0.101707213
139	0.1016373505
140	0.1014175391
141	0.1009590938
142	0.1007779744
143	0.1002812462
144	0.1001864647
145	0.1000752793
146	0.09996656902
147	0.09981514354
148	0.09977697302
149	0.09950995288
150	0.09935651691
151	0.09916067717
152	0.09897663249
153	0.09884267881
154	0.09864532492
155	0.09849601845
156	0.09843396219
157	0.0983919536
158	0.09830176149
159	0.09810881401
160	0.09798818573
161	0.09789330334
162	0.09774526832
163	0.09760385882
164	0.09750826772
165	0.09735584652
166	0.09720814167
167	0.09711929714
168	0.0970112699
169	0.09685206686
170	0.09671378982
171	0.09663744793
172	0.09648160527
173	0.09640291696
174	0.09634647409
175	0.09612776534
176	0.09608238654
177	0.09583792707
178	0.0957365556
179	0.09565488206
180	0.09557136477
181	0.09547802472
182	0.09538939896
183	0.09519986555
184	0.09507480679
185	0.09492277183
186	0.09485560654
187	0.09477574072
188	0.09462262177
189	0.09433449144
190	0.09422713549
191	0.09404013418
192	0.09395809549
193	0.09387047394
194	0.09379342167
195	0.09359683265
196	0.09346701672
197	0.09326900444
198	0.09288094357
199	0.09280515981
200	0.09273516897
201	0.09255116948
202	0.09242259999
203	0.09234368147
204	0.09219540781
205	0.092084949
206	0.09193240987
207	0.09182503863
208	0.09169535895
209	0.09156354743
210	0.09145883901
211	0.09137006983
212	0.09130174838
213	0.09122574053
214	0.09112156595
215	0.09106343489
216	0.09102587912
217	0.09094729872
218	0.0907581901
219	0.09059160756
220	0.09056640299
221	0.09052201517
222	0.09048193056
223	0.09045899869
224	0.09038081213
225	0.09029211103
226	0.09022268973
227	0.0901390958
228	0.09004939941
229	0.0900016103
230	0.08997974324
231	0.08993112063
232	0.08989830643
233	0.08973796962
234	0.08963381686
235	0.08950702165
236	0.08945799234
237	0.08936649849
238	0.08928253126
239	0.08921933293
240	0.0891375953
241	0.08902130526
242	0.08893957035
243	0.08886927662
244	0.08880047816
245	0.08869104214
246	0.08867184224
247	0.08861199427
248	0.08855235066
249	0.08848032752
250	0.0883991973
251	0.0883681237
252	0.08832575159
253	0.08824962368
254	0.08819342308
255	0.0881579261
256	0.08809719094
257	0.08800780264
258	0.08791051566
259	0.08788037401
260	0.08785077466
261	0.08776480916
262	0.08772181819
263	0.08764636251
264	0.08761803588
265	0.0875822885
266	0.08740588787
267	0.08736095589
268	0.08730899325
269	0.08722722135
270	0.08719192875
271	0.08714769839
272	0.08707868519
273	0.08703131809
274	0.0869905159
275	0.08683305833
276	0.0867109807
277	0.08656522828
278	0.08652221566
279	0.08648751085
280	0.08644757245
281	0.08641389423
282	0.08639629734
283	0.08633684349
284	0.08625472915
285	0.0861102605
286	0.08605826222
287	0.0860160035
288	0.08599526957
289	0.0857805081
290	0.08574472991
291	0.08563391501
292	0.08558881413
293	0.08553590408
294	0.08532073451
295	0.08526594852
296	0.08522795113
297	0.08506193363
298	0.08500990331
299	0.08496701332
300	0.08486569504
301	0.08481875245
302	0.0847672636
303	0.0847197274
304	0.08466872905
305	0.0846322112
306	0.08457420854
307	0.08455307247
308	0.08449716
309	0.08446611795
310	0.08441697901
311	0.08436144364
312	0.08433296476
313	0.0843155618
314	0.0842364518
315	0.08418595395
316	0.08401748125
317	0.0839735387
318	0.08388894291
319	0.08384789903
320	0.08380481818
321	0.0837413766
322	0.08369203442
323	0.08362279993
324	0.08357974216
325	0.08353486489
326	0.08346555274
327	0.08343929626
328	0.0834255068
329	0.08339641649
330	0.08333676324
331	0.08329036865
332	0.08322153345
333	0.08319196156
334	0.08317712737
335	0.08310976714
336	0.08305138263
337	0.08304183536
338	0.08300257471
339	0.08294044759
340	0.08289654697
341	0.08286580629
342	0.08278676593
343	0.08276855144
344	0.08270429116
345	0.08268479349
346	0.08264635478
347	0.08263224882
348	0.08257619611
349	0.08254812589
350	0.08251629822
351	0.08241513835
352	0.08235668952
353	0.08223878591
354	0.08220302561
355	0.08218058276
356	0.0821399524
357	0.08210137432
358	0.08204978609
359	0.08201879846
360	0.08197456146
361	0.08195617978
362	0.08194367674
363	0.08191236077
364	0.08180805564
365	0.08171910497
366	0.08169383246
367	0.08160299466
368	0.08154523944
369	0.08151345846
370	0.08149623808
371	0.08145561523
372	0.0814161768
373	0.08138879184
374	0.08132330243
375	0.08130426649
376	0.08128106648
377	0.08122501412
378	0.08119179505
379	0.08116322017
380	0.08113876319
381	0.08112956591
382	0.08103685214
383	0.08100003824
384	0.08098516662
385	0.08095403214
386	0.08084496399
387	0.08083470743
388	0.08068302675
389	0.08064300752
390	0.08061365582
391	0.08059743223
392	0.08055160865
393	0.08051158793
394	0.08039255328
395	0.08035111578
396	0.08033195173
397	0.08030559121
398	0.08028160686
399	0.08024117747
400	0.08020117866
401	0.08014614241
402	0.08010913119
403	0.08007274207
404	0.08003817304
405	0.08000477292
406	0.07995528367
407	0.07992624852
408	0.07989626957
409	0.07986232571
410	0.07984110373
411	0.07978398257
412	0.07975183448
413	0.07970225413
414	0.07966154735
415	0.079600331
416	0.07953765791
417	0.07950283733
418	0.07941643238
419	0.07938687431
420	0.0793442768
421	0.07933007937
422	0.07928969026
423	0.07921361715
424	0.07918112518
425	0.07910534923
426	0.07908819553
427	0.07907341746
428	0.07906436675
429	0.07904656761
430	0.07902034612
431	0.07898307339
432	0.07895318745
433	0.07891711367
434	0.07888126607
435	0.07886384243
436	0.07882190021
437	0.07878501526
438	0.07876054706
439	0.07872861629
440	0.07861675156
441	0.07859415306
442	0.0785695121
443	0.07853906085
444	0.07848801197
445	0.07847116399
446	0.07845951446
447	0.07843159057
448	0.07840643548
449	0.07837930098
450	0.07833444812
451	0.07832712988
452	0.078298584
453	0.07823311446
454	0.0782168714
455	0.07818705711
456	0.07815355315
457	0.07805616969
458	0.07802360576
459	0.07800218681
460	0.07794433711
461	0.07792976446
462	0.07788259341
463	0.0778474062
464	0.07781165752
465	0.07777153379
466	0.07774301627
467	0.07769427723
468	0.07764215979
469	0.07762518966
470	0.07757005377
471	0.07754309514
472	0.07751797494
473	0.07745448665
474	0.07743205109
475	0.07740031877
476	0.07737335947
477	0.07735149567
478	0.07733723052
479	0.077320575
480	0.07723611442
481	0.07720540486
482	0.07718861661
483	0.07714404663
484	0.0771207198
485	0.07708112931
486	0.07706058851
487	0.07704687496
488	0.07699929924
